ko;cpd;referenceAG;compoundclass;compoundname;genesymbol;genename;enzyme_activity
K02274;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;coxA;cytochrome c oxidase subunit I;oxidase
K02274;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;coxA;cytochrome c oxidase subunit I;oxidase
K02275;C00070;ATSDR;Metal;Copper;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C00070;EPA;Metal;Copper;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C00070;PSL;Metal;Copper;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;PSL;Aromatic;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;ATSDR;Aromatic;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;IARC1;Aromatic;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;EPA;Aromatic;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;PSL;Nitrogen-containing;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;ATSDR;Nitrogen-containing;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;IARC1;Nitrogen-containing;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C16444;EPA;Nitrogen-containing;Benzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02275;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;coxB;cytochrome c oxidase subunit II;oxidase
K02276;C00070;ATSDR;Metal;Copper;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C00070;EPA;Metal;Copper;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C00070;PSL;Metal;Copper;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;IARC1;Aromatic;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;EPA;Aromatic;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;PSL;Aromatic;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;ATSDR;Aromatic;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;IARC1;Nitrogen-containing;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;EPA;Nitrogen-containing;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;PSL;Nitrogen-containing;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C16444;ATSDR;Nitrogen-containing;Benzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02276;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;coxC;cytochrome c oxidase subunit III;oxidase
K02277;C00070;ATSDR;Metal;Copper;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C00070;PSL;Metal;Copper;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C00070;EPA;Metal;Copper;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;PSL;Aromatic;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;ATSDR;Aromatic;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;IARC1;Aromatic;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;EPA;Aromatic;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;PSL;Nitrogen-containing;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;ATSDR;Nitrogen-containing;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;IARC1;Nitrogen-containing;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C16444;EPA;Nitrogen-containing;Benzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C19231;IARC2B;Nitrogen-containing;3,3'-Dimethoxybenzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02277;C19231;IARC2B;Polyaromatic;3,3'-Dimethoxybenzidine;coxD;cytochrome c oxidase subunit IV;oxidase
K02439;C11906;ATSDR;Inorganic;Sodium arsenite;glpE;thiosulfate sulfurtransferase;sulfurtransferase
K02439;C11906;ATSDR;Metal;Sodium arsenite;glpE;thiosulfate sulfurtransferase;sulfurtransferase
K02469;C01553;IARC2B;Polyaromatic;Amsacrine;gyrA;DNA gyrase subunit A;gyrase
K02469;C01553;IARC2B;Nitrogen-containing;Amsacrine;gyrA;DNA gyrase subunit A;gyrase
K02469;C01553;IARC2B;Sulfur-containing;Amsacrine;gyrA;DNA gyrase subunit A;gyrase
K02470;C01553;IARC2B;Polyaromatic;Amsacrine;gyrB;DNA gyrase subunit B;gyrase
K02470;C01553;IARC2B;Nitrogen-containing;Amsacrine;gyrB;DNA gyrase subunit B;gyrase
K02470;C01553;IARC2B;Sulfur-containing;Amsacrine;gyrB;DNA gyrase subunit B;gyrase
K02488;C07316;IARC2B;Nitrogen-containing;Sulfasalazine;pleD;two-component system, cell cycle response regulator;regulator
K02488;C07316;IARC2B;Sulfur-containing;Sulfasalazine;pleD;two-component system, cell cycle response regulator;regulator
K02488;C07316;IARC2B;Polyaromatic;Sulfasalazine;pleD;two-component system, cell cycle response regulator;regulator
K02555;C11195;IARC2B;Nitrogen-containing;Mitoxantrone;MIH1;M-phase inducer tyrosine phosphatase;phosphatase
K02555;C11195;IARC2B;Polyaromatic;Mitoxantrone;MIH1;M-phase inducer tyrosine phosphatase;phosphatase
K02566;C07210;IARC2B;Nitrogen-containing;Zidovudine;nagD;5'-nucleotidase;nucleotidase
K02566;C07561;EPA;Chlorinated;Carbon tetrachloride;nagD;5'-nucleotidase;nucleotidase
K02566;C07561;ATSDR;Chlorinated;Carbon tetrachloride;nagD;5'-nucleotidase;nucleotidase
K02566;C07561;CONAMA;Chlorinated;Carbon tetrachloride;nagD;5'-nucleotidase;nucleotidase
K02566;C07561;EPC;Chlorinated;Carbon tetrachloride;nagD;5'-nucleotidase;nucleotidase
K02566;C07561;IARC2B;Chlorinated;Carbon tetrachloride;nagD;5'-nucleotidase;nucleotidase
K02566;C19302;IARC2B;Nitrogen-containing;Thioacetamide;nagD;5'-nucleotidase;nucleotidase
K02566;C19302;IARC2B;Sulfur-containing;Thioacetamide;nagD;5'-nucleotidase;nucleotidase
K02566;C19302;IARC2B;Aliphatic;Thioacetamide;nagD;5'-nucleotidase;nucleotidase
K02621;C01553;IARC2B;Polyaromatic;Amsacrine;parC;topoisomerase IV subunit A;topoisomerase
K02621;C01553;IARC2B;Nitrogen-containing;Amsacrine;parC;topoisomerase IV subunit A;topoisomerase
K02621;C01553;IARC2B;Sulfur-containing;Amsacrine;parC;topoisomerase IV subunit A;topoisomerase
K02622;C01553;IARC2B;Polyaromatic;Amsacrine;parE;topoisomerase IV subunit B;topoisomerase
K02622;C01553;IARC2B;Nitrogen-containing;Amsacrine;parE;topoisomerase IV subunit B;topoisomerase
K02622;C01553;IARC2B;Sulfur-containing;Amsacrine;parE;topoisomerase IV subunit B;topoisomerase
K02626;C01783;EPC;Organometallic;Arylmercury;pdaD;arginine decarboxylase;decarboxylase
K02626;C01783;WFD;Organometallic;Arylmercury;pdaD;arginine decarboxylase;decarboxylase
K02626;C01783;EPC;Polyaromatic;Arylmercury;pdaD;arginine decarboxylase;decarboxylase
K02626;C01783;WFD;Polyaromatic;Arylmercury;pdaD;arginine decarboxylase;decarboxylase
K02626;C06269;IARC1;Metal;Arsenic;pdaD;arginine decarboxylase;decarboxylase
K02626;C06269;ATSDR;Metal;Arsenic;pdaD;arginine decarboxylase;decarboxylase
K02626;C06269;PSL;Metal;Arsenic;pdaD;arginine decarboxylase;decarboxylase
K02626;C06269;EPA;Metal;Arsenic;pdaD;arginine decarboxylase;decarboxylase
K02636;C18428;ATSDR;Nitrogen-containing;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;WFD;Nitrogen-containing;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;EPC;Nitrogen-containing;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;ATSDR;Chlorinated;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;WFD;Chlorinated;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;EPC;Chlorinated;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;ATSDR;Aromatic;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;WFD;Aromatic;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02636;C18428;EPC;Aromatic;Diuron;petC;cytochrome b6-f complex iron-sulfur subunit;cytochrome b6-f complex
K02641;C10312;IARC2B;Aromatic;Danthron;petH;ferredoxin--NADP+ reductase;ferredoxin
K02689;C18428;ATSDR;Nitrogen-containing;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;WFD;Nitrogen-containing;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;EPC;Nitrogen-containing;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;ATSDR;Chlorinated;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;WFD;Chlorinated;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;EPC;Chlorinated;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;ATSDR;Aromatic;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;WFD;Aromatic;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02689;C18428;EPC;Aromatic;Diuron;psaA;photosystem I P700 chlorophyll a apoprotein A1;photosystem
K02690;C18428;ATSDR;Nitrogen-containing;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;WFD;Nitrogen-containing;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;EPC;Nitrogen-containing;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;ATSDR;Chlorinated;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;WFD;Chlorinated;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;EPC;Chlorinated;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;ATSDR;Aromatic;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;WFD;Aromatic;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02690;C18428;EPC;Aromatic;Diuron;psaB;photosystem I P700 chlorophyll a apoprotein A2;photosystem
K02691;C18428;EPC;Nitrogen-containing;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;WFD;Nitrogen-containing;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;ATSDR;Nitrogen-containing;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;EPC;Chlorinated;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;WFD;Chlorinated;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;ATSDR;Chlorinated;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;EPC;Aromatic;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;WFD;Aromatic;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02691;C18428;ATSDR;Aromatic;Diuron;psaC;photosystem I iron-sulfur center;photosystem
K02703;C18428;ATSDR;Nitrogen-containing;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;WFD;Nitrogen-containing;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;EPC;Nitrogen-containing;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;ATSDR;Chlorinated;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;WFD;Chlorinated;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;EPC;Chlorinated;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;ATSDR;Aromatic;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;WFD;Aromatic;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02703;C18428;EPC;Aromatic;Diuron;psbA;photosystem II P680 reaction center D1 protein;photosystem
K02706;C18428;EPC;Nitrogen-containing;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;WFD;Nitrogen-containing;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;ATSDR;Nitrogen-containing;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;EPC;Chlorinated;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;WFD;Chlorinated;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;ATSDR;Chlorinated;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;EPC;Aromatic;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;WFD;Aromatic;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02706;C18428;ATSDR;Aromatic;Diuron;psbD;photosystem II P680 reaction center D2 protein;photosystem
K02825;C19304;IARC2B;Nitrogen-containing;Thiouracil;pyrR;pyrimidine operon attenuation protein / uracil phosphoribosyltransferase;phosphoribosyltransferase
K02825;C19304;IARC2B;Sulfur-containing;Thiouracil;pyrR;pyrimidine operon attenuation protein / uracil phosphoribosyltransferase;phosphoribosyltransferase
K02825;C19304;IARC2B;Aliphatic;Thiouracil;pyrR;pyrimidine operon attenuation protein / uracil phosphoribosyltransferase;phosphoribosyltransferase
K03083;C14449;IARC2A;Chlorinated;Epichlorohydrin;GSK3B;glycogen synthase kinase 3 beta;synthase
K03083;C14449;IARC2A;Aliphatic;Epichlorohydrin;GSK3B;glycogen synthase kinase 3 beta;synthase
K03153;C14449;IARC2A;Chlorinated;Epichlorohydrin;thiO;glycine oxidase;oxidase
K03153;C14449;IARC2A;Aliphatic;Epichlorohydrin;thiO;glycine oxidase;oxidase
K03163;C01553;IARC2B;Polyaromatic;Amsacrine;TOP1;DNA topoisomerase I;topoisomerase
K03163;C01553;IARC2B;Nitrogen-containing;Amsacrine;TOP1;DNA topoisomerase I;topoisomerase
K03163;C01553;IARC2B;Sulfur-containing;Amsacrine;TOP1;DNA topoisomerase I;topoisomerase
K03164;C01553;IARC2B;Polyaromatic;Amsacrine;TOP2;DNA topoisomerase II;topoisomerase
K03164;C01553;IARC2B;Nitrogen-containing;Amsacrine;TOP2;DNA topoisomerase II;topoisomerase
K03164;C01553;IARC2B;Sulfur-containing;Amsacrine;TOP2;DNA topoisomerase II;topoisomerase
K03165;C01553;IARC2B;Polyaromatic;Amsacrine;TOP3;DNA topoisomerase III;topoisomerase
K03165;C01553;IARC2B;Nitrogen-containing;Amsacrine;TOP3;DNA topoisomerase III;topoisomerase
K03165;C01553;IARC2B;Sulfur-containing;Amsacrine;TOP3;DNA topoisomerase III;topoisomerase
K03166;C01553;IARC2B;Polyaromatic;Amsacrine;top6A;DNA topoisomerase VI subunit A;topoisomerase
K03166;C01553;IARC2B;Nitrogen-containing;Amsacrine;top6A;DNA topoisomerase VI subunit A;topoisomerase
K03166;C01553;IARC2B;Sulfur-containing;Amsacrine;top6A;DNA topoisomerase VI subunit A;topoisomerase
K03167;C01553;IARC2B;Polyaromatic;Amsacrine;top6B;DNA topoisomerase VI subunit B;topoisomerase
K03167;C01553;IARC2B;Nitrogen-containing;Amsacrine;top6B;DNA topoisomerase VI subunit B;topoisomerase
K03167;C01553;IARC2B;Sulfur-containing;Amsacrine;top6B;DNA topoisomerase VI subunit B;topoisomerase
K03168;C01553;IARC2B;Polyaromatic;Amsacrine;topA;DNA topoisomerase I;topoisomerase
K03168;C01553;IARC2B;Nitrogen-containing;Amsacrine;topA;DNA topoisomerase I;topoisomerase
K03168;C01553;IARC2B;Sulfur-containing;Amsacrine;topA;DNA topoisomerase I;topoisomerase
K03169;C01553;IARC2B;Polyaromatic;Amsacrine;topB;DNA topoisomerase III;topoisomerase
K03169;C01553;IARC2B;Nitrogen-containing;Amsacrine;topB;DNA topoisomerase III;topoisomerase
K03169;C01553;IARC2B;Sulfur-containing;Amsacrine;topB;DNA topoisomerase III;topoisomerase
K03170;C01553;IARC2B;Polyaromatic;Amsacrine;topG;reverse gyrase;gyrase
K03170;C01553;IARC2B;Nitrogen-containing;Amsacrine;topG;reverse gyrase;gyrase
K03170;C01553;IARC2B;Sulfur-containing;Amsacrine;topG;reverse gyrase;gyrase
K03176;C11042;PSL;Chlorinated;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;CONAMA;Chlorinated;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;IARC2B;Chlorinated;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;EPA;Chlorinated;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;EPC;Chlorinated;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;WFD;Chlorinated;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;ATSDR;Chlorinated;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;PSL;Aromatic;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;CONAMA;Aromatic;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;IARC2B;Aromatic;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;EPA;Aromatic;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;EPC;Aromatic;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;WFD;Aromatic;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03176;C11042;ATSDR;Aromatic;Hexachlorobenzene;NTRK1;neurotrophic tyrosine kinase receptor type 1;kinase
K03206;C14443;IARC2B;Polyaromatic;3,3'-Dimethylbenzidine;azr;azobenzene reductase;reductase
K03206;C14443;IARC2B;Nitrogen-containing;3,3'-Dimethylbenzidine;azr;azobenzene reductase;reductase
K03206;C16444;PSL;Aromatic;Benzidine;azr;azobenzene reductase;reductase
K03206;C16444;ATSDR;Aromatic;Benzidine;azr;azobenzene reductase;reductase
K03206;C16444;IARC1;Aromatic;Benzidine;azr;azobenzene reductase;reductase
K03206;C16444;EPA;Aromatic;Benzidine;azr;azobenzene reductase;reductase
K03206;C16444;PSL;Nitrogen-containing;Benzidine;azr;azobenzene reductase;reductase
K03206;C16444;ATSDR;Nitrogen-containing;Benzidine;azr;azobenzene reductase;reductase
K03206;C16444;IARC1;Nitrogen-containing;Benzidine;azr;azobenzene reductase;reductase
K03206;C16444;EPA;Nitrogen-containing;Benzidine;azr;azobenzene reductase;reductase
K03206;C19187;IARC2B;Nitrogen-containing;para-Aminoazobenzene;azr;azobenzene reductase;reductase
K03206;C19187;IARC2B;Polyaromatic;para-Aminoazobenzene;azr;azobenzene reductase;reductase
K03267;C14396;IARC2B;Aromatic;Cumene;ERF3;peptide chain release factor subunit 3;peptide chain release factor
K03268;C19206;IARC2B;Chlorinated;1-Chloro-2-methylpropene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03268;C19206;IARC2B;Aliphatic;1-Chloro-2-methylpropene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03268;C19397;EPA;Chlorinated;1,3-Dichlorobenzene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03268;C19397;CONAMA;Chlorinated;1,3-Dichlorobenzene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03268;C19397;ATSDR;Chlorinated;1,3-Dichlorobenzene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03268;C19397;EPA;Aromatic;1,3-Dichlorobenzene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03268;C19397;CONAMA;Aromatic;1,3-Dichlorobenzene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03268;C19397;ATSDR;Aromatic;1,3-Dichlorobenzene;todC1;benzene/toluene/chlorobenzene dioxygenase subunit alpha;dioxygenase
K03331;C00038;ATSDR;Metal;Zinc cation;DCXR;L-xylulose reductase;reductase
K03331;C00038;EPA;Metal;Zinc cation;DCXR;L-xylulose reductase;reductase
K03333;C13884;ATSDR;Metal;Strontium cation;choD;cholesterol oxidase;oxidase
K03334;C08469;IARC1;Polyaromatic;Aristolochic acid;IL4I1;L-amino-acid oxidase;oxidase
K03334;C08469;IARC1;Nitrogen-containing;Aristolochic acid;IL4I1;L-amino-acid oxidase;oxidase
K03365;C19304;IARC2B;Nitrogen-containing;Thiouracil;FCY1;cytosine/creatinine deaminase;deaminase
K03365;C19304;IARC2B;Sulfur-containing;Thiouracil;FCY1;cytosine/creatinine deaminase;deaminase
K03365;C19304;IARC2B;Aliphatic;Thiouracil;FCY1;cytosine/creatinine deaminase;deaminase
K03378;C14286;IARC2B;Polyaromatic;Phenolphthalein;morA;morphine 6-dehydrogenase;dehydrogenase
K03380;C14219;ATSDR;Aromatic;2-Chlorophenol;E1.14.13.7;phenol 2-monooxygenase (NADPH);monooxygenase
K03380;C14219;CONAMA;Aromatic;2-Chlorophenol;E1.14.13.7;phenol 2-monooxygenase (NADPH);monooxygenase
K03380;C14219;EPA;Aromatic;2-Chlorophenol;E1.14.13.7;phenol 2-monooxygenase (NADPH);monooxygenase
K03380;C14219;ATSDR;Chlorinated;2-Chlorophenol;E1.14.13.7;phenol 2-monooxygenase (NADPH);monooxygenase
K03380;C14219;CONAMA;Chlorinated;2-Chlorophenol;E1.14.13.7;phenol 2-monooxygenase (NADPH);monooxygenase
K03380;C14219;EPA;Chlorinated;2-Chlorophenol;E1.14.13.7;phenol 2-monooxygenase (NADPH);monooxygenase
K03381;C14219;CONAMA;Aromatic;2-Chlorophenol;catA;catechol 1,2-dioxygenase;dioxygenase
K03381;C14219;EPA;Aromatic;2-Chlorophenol;catA;catechol 1,2-dioxygenase;dioxygenase
K03381;C14219;ATSDR;Aromatic;2-Chlorophenol;catA;catechol 1,2-dioxygenase;dioxygenase
K03381;C14219;CONAMA;Chlorinated;2-Chlorophenol;catA;catechol 1,2-dioxygenase;dioxygenase
K03381;C14219;EPA;Chlorinated;2-Chlorophenol;catA;catechol 1,2-dioxygenase;dioxygenase
K03381;C14219;ATSDR;Chlorinated;2-Chlorophenol;catA;catechol 1,2-dioxygenase;dioxygenase
